"","status","family","pval","qval","gene_short_name","trend","cancer_type_num","cancer_type","tls_object"
"HALLMARK_MYOGENESIS","OK","uninormal",9.67999811479563e-31,1.64406317187799e-30,"HALLMARK_MYOGENESIS","Low_High",8,"Lung","IT"
"HALLMARK_ALLOGRAFT_REJECTION","OK","uninormal",1.8464774451331e-29,3.0870794785819e-29,"HALLMARK_ALLOGRAFT_REJECTION","High_Low",8,"Lung","IT"
"HALLMARK_G2M_CHECKPOINT","OK","uninormal",9.40104398303327e-29,1.54755647105317e-28,"HALLMARK_G2M_CHECKPOINT","Low_High",8,"Lung","IT"
"MP15.EMT.IV","OK","uninormal",1.43733035603268e-28,2.33021739538632e-28,"MP15.EMT.IV","Low_High",8,"Lung","IT"
"MP32.Skin.pigmentation","OK","uninormal",2.55462448354827e-28,4.07977342895022e-28,"MP32.Skin.pigmentation","High_High",8,"Lung","IT"
"Oxphos","OK","uninormal",4.4893223246363e-27,7.06408071670713e-27,"Oxphos","High_Low",8,"Lung","IT"
"MP26.NPC.Glioma","OK","uninormal",5.19739583502767e-27,8.05972977315885e-27,"MP26.NPC.Glioma","Low_High",8,"Lung","IT"
"HALLMARK_ADIPOGENESIS","OK","uninormal",3.18784591534467e-25,4.872850184884e-25,"HALLMARK_ADIPOGENESIS","High_Low",8,"Lung","IT"
"MP21.Respiration","OK","uninormal",1.27022011958306e-22,1.91427539148432e-22,"MP21.Respiration","High_Low",8,"Lung","IT"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","OK","uninormal",1.59586830520313e-22,2.37163762023242e-22,"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Low_High",8,"Lung","IT"
"MP31.Alveolar","OK","uninormal",2.14963843763877e-21,3.1508399017445e-21,"MP31.Alveolar","High_High",8,"Lung","IT"
"HALLMARK_XENOBIOTIC_METABOLISM","OK","uninormal",9.5781447908492e-21,1.38494796300117e-20,"HALLMARK_XENOBIOTIC_METABOLISM","High_Low",8,"Lung","IT"
"AC","OK","uninormal",2.76934095617545e-20,3.95092643081031e-20,"AC","High_Low",8,"Lung","IT"
"HALLMARK_MYC_TARGETS_V1","OK","uninormal",4.67796950451686e-20,6.58608864451716e-20,"HALLMARK_MYC_TARGETS_V1","Low_High",8,"Lung","IT"
"HALLMARK_PROTEIN_SECRETION","OK","uninormal",2.1652786534174e-19,3.00889371319041e-19,"HALLMARK_PROTEIN_SECRETION","Low_High",8,"Lung","IT"
"pEMT","OK","uninormal",1.37178073068876e-18,1.88180177158586e-18,"pEMT","High_High",8,"Lung","IT"
"MP11.Translation.initiation","OK","uninormal",1.43070224200649e-18,1.9377865809455e-18,"MP11.Translation.initiation","Low_Low",8,"Lung","IT"
"MP33.RBCs","OK","uninormal",2.68469243711721e-18,3.59077613464426e-18,"MP33.RBCs","Low_High",8,"Lung","IT"
"MP13.EMT.II","OK","uninormal",4.25502494670918e-18,5.62083542343065e-18,"MP13.EMT.II","High_Low",8,"Lung","IT"
"Hypoxia","OK","uninormal",8.69144741566779e-18,1.13412789448348e-17,"Hypoxia","Low_Low",8,"Lung","IT"
"MP8.Proteasomal.degradation","OK","uninormal",1.11228216530712e-17,1.43390592395014e-17,"MP8.Proteasomal.degradation","Low_High",8,"Lung","IT"
"MP38.Glutathione","OK","uninormal",7.90006872660158e-14,1.00631827826949e-13,"MP38.Glutathione","Low_High",8,"Lung","IT"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION","OK","uninormal",7.57481182413313e-11,9.53535135508524e-11,"HALLMARK_OXIDATIVE_PHOSPHORYLATION","Low_Low",8,"Lung","IT"
"HALLMARK_COMPLEMENT","OK","uninormal",1.31897668592575e-07,1.64105238830297e-07,"HALLMARK_COMPLEMENT","High_Low",8,"Lung","IT"
"MP1..Cell.Cycle...G2.M","OK","uninormal",2.92520477005517e-07,3.59766563673452e-07,"MP1..Cell.Cycle...G2.M","Low_High",8,"Lung","IT"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","OK","uninormal",7.30980600584315e-07,8.88805957528655e-07,"HALLMARK_WNT_BETA_CATENIN_SIGNALING","Low_High",8,"Lung","IT"
"HALLMARK_P53_PATHWAY","OK","uninormal",2.08870306282548e-06,2.51113739013849e-06,"HALLMARK_P53_PATHWAY","High_Low",8,"Lung","IT"
"HALLMARK_UV_RESPONSE_DN","OK","uninormal",1.64565747301449e-05,1.9565038845839e-05,"HALLMARK_UV_RESPONSE_DN","High_High",8,"Lung","IT"
"HALLMARK_COAGULATION","OK","uninormal",4.98992839407063e-05,5.86727844137975e-05,"HALLMARK_COAGULATION","High_Low",8,"Lung","IT"
"OPC","OK","uninormal",0.000112245846907621,0.000130546800207777,"OPC","High_High",8,"Lung","IT"
"HALLMARK_HEDGEHOG_SIGNALING","OK","uninormal",0.000757524278845741,0.000871560191790261,"HALLMARK_HEDGEHOG_SIGNALING","Low_Low",8,"Lung","IT"
"HALLMARK_MITOTIC_SPINDLE","OK","uninormal",0.000807744328030317,0.000919453649991956,"HALLMARK_MITOTIC_SPINDLE","Low_High",8,"Lung","IT"
"MP10.Protein.maturation","OK","uninormal",0.00126679993735878,0.00142681677155146,"MP10.Protein.maturation","Low_Low",8,"Lung","IT"
"Cycle","OK","uninormal",0.00340391851256036,0.00379395084212456,"Cycle","Low_Low",8,"Lung","IT"
"HALLMARK_APOPTOSIS","OK","uninormal",0.00581279172097852,0.00641204859942991,"HALLMARK_APOPTOSIS","High_Low",8,"Lung","IT"
"MP12.EMT.I","OK","uninormal",0.0219491663980353,0.0239649061692835,"MP12.EMT.I","High_High",8,"Lung","IT"
